sport,event,year,athlete_id,country_id,bronze,silver,gold
Athletics,Freestyle,2008,627,8,0,1,0
Swimming,All Around,2024,284,35,0,0,1
Cycling,Butterfly,2012,103,6,0,1,0
Wrestling,Freestyle,2012,772,29,0,0,0
Weightlifting,100m,2024,282,13,0,0,0
Swimming,400m,2008,848,14,0,0,1
Tennis,100m,2024,461,15,0,0,0
Cycling,Freestyle,2024,775,49,1,1,0
Athletics,400m,2016,388,1,0,1,0
Shooting,400m,2024,864,27,0,0,0
Cycling,200m,2008,426,7,1,0,0
Rowing,Singles,2024,569,44,1,1,0
Weightlifting,Singles,2024,581,14,1,1,0
Weightlifting,All Around,2012,324,17,0,0,0
Wrestling,Final,2016,792,35,1,0,0
Gymnastics,100m,2008,755,45,0,1,1
Weightlifting,400m,2004,531,12,0,0,0
Swimming,Singles,2020,557,5,0,0,1
Shooting,Singles,2004,266,17,1,0,0
Swimming,Butterfly,2016,871,14,0,0,0
Shooting,400m,2020,453,5,1,0,1
Tennis,400m,2024,283,22,0,0,0
Swimming,100m,2024,32,6,1,0,0
Athletics,Relay,2016,976,7,1,1,0
Weightlifting,100m,2024,154,23,1,1,0
Shooting,Final,2012,268,11,0,0,1
Rowing,All Around,2020,933,50,0,0,0
Rowing,Singles,2020,808,3,1,1,1
Swimming,Singles,2016,479,2,0,0,0
Rowing,Relay,2016,354,41,1,0,1
Shooting,Final,2020,154,26,1,0,0
Wrestling,400m,2012,524,15,1,1,0
Boxing,Final,2008,804,37,1,0,0
Tennis,100m,2016,213,16,1,1,1
Swimming,Doubles,2024,976,34,0,0,0
Swimming,Final,2004,951,8,1,1,0
Shooting,Singles,2024,6,17,1,0,1
Tennis,Relay,2020,199,25,0,0,1
Rowing,Relay,2008,690,5,0,1,1
Gymnastics,Singles,2020,661,43,1,1,1
Gymnastics,100m,2008,901,27,0,1,1
Cycling,200m,2012,984,50,1,0,1
Swimming,Butterfly,2012,969,41,1,0,1
Boxing,Final,2004,192,26,0,1,1
Shooting,400m,2012,197,47,0,0,1
Wrestling,Final,2016,812,18,1,0,0
Athletics,Freestyle,2008,570,45,0,1,1
Gymnastics,All Around,2020,852,45,0,1,0
Rowing,100m,2012,245,14,0,0,1
Cycling,Singles,2012,602,21,0,1,0
Gymnastics,200m,2004,97,46,1,1,0
Shooting,100m,2020,1000,13,0,0,0
Tennis,Relay,2008,415,42,1,0,0
Wrestling,100m,2024,79,6,1,1,1
Athletics,All Around,2020,879,27,0,0,0
Cycling,100m,2004,601,7,1,1,0
Shooting,400m,2020,537,1,0,1,1
Tennis,All Around,2012,747,19,0,1,0
Weightlifting,Relay,2016,377,40,1,0,0
Athletics,Final,2020,73,8,1,0,1
Cycling,Relay,2016,543,31,1,0,0
Wrestling,Relay,2008,835,47,0,0,0
Athletics,Relay,2016,282,22,1,1,0
Athletics,Final,2004,713,48,1,0,1
Swimming,Freestyle,2024,22,50,1,0,1
Wrestling,Butterfly,2016,990,48,0,0,0
Gymnastics,Butterfly,2004,962,3,0,0,0
Boxing,Butterfly,2016,906,39,0,0,1
Gymnastics,All Around,2004,329,48,0,0,0
Cycling,Final,2012,365,4,1,0,1
Weightlifting,200m,2016,642,32,1,0,0
Shooting,Final,2012,768,3,0,0,1
Shooting,100m,2020,459,50,0,1,1
Cycling,All Around,2024,935,36,0,1,0
Cycling,Relay,2024,384,40,0,0,0
Boxing,All Around,2024,711,2,0,1,0
Rowing,Final,2020,187,2,1,1,0
Wrestling,Doubles,2024,587,40,1,1,1
Shooting,Doubles,2020,764,47,1,0,1
Gymnastics,Singles,2012,594,25,0,0,1
Weightlifting,200m,2012,22,50,1,0,0
Cycling,200m,2008,860,50,0,1,0
Wrestling,Butterfly,2020,574,4,1,0,1
Gymnastics,Butterfly,2024,121,30,1,0,1
Gymnastics,Relay,2012,576,47,0,0,1
Weightlifting,Freestyle,2024,250,34,0,0,1
Swimming,Freestyle,2016,909,43,0,0,1
Boxing,100m,2020,824,10,1,1,0
Wrestling,Final,2004,803,36,1,1,1
Wrestling,200m,2008,16,36,1,1,0
Gymnastics,Relay,2020,322,37,1,0,1
Cycling,Final,2016,555,10,0,1,1
Swimming,100m,2008,490,49,0,0,0
Shooting,Butterfly,2020,401,25,0,0,0
Wrestling,Singles,2008,77,6,0,1,0
Swimming,200m,2016,541,4,1,0,1
Weightlifting,200m,2024,330,4,1,1,0
Shooting,Relay,2020,973,29,1,0,0
Boxing,Relay,2024,287,18,0,1,1
Tennis,Doubles,2012,401,11,0,1,0
Wrestling,Butterfly,2024,134,39,0,1,0
Shooting,200m,2024,894,32,1,1,0
Gymnastics,Doubles,2024,955,39,0,1,0
Wrestling,Singles,2024,547,17,0,0,0
Cycling,All Around,2008,92,9,1,1,0
Cycling,Freestyle,2016,112,30,0,1,0
Cycling,400m,2024,105,6,0,0,1
Athletics,Relay,2016,244,33,1,0,1
Tennis,Singles,2020,1000,23,1,0,0
Cycling,All Around,2004,913,43,1,1,1
Weightlifting,100m,2024,985,11,1,0,0
Wrestling,Final,2020,45,7,1,1,1
Swimming,Relay,2016,210,44,1,0,1
Tennis,Singles,2004,950,10,1,1,0
Gymnastics,200m,2004,854,11,0,1,0
Athletics,Relay,2012,532,27,0,1,1
Weightlifting,All Around,2008,777,28,0,0,0
Shooting,400m,2020,698,21,1,0,1
Cycling,Doubles,2016,983,48,0,1,1
Wrestling,200m,2016,490,45,0,1,1
Cycling,Butterfly,2020,799,10,0,1,0
Wrestling,Singles,2008,87,43,0,0,0
Boxing,Freestyle,2024,164,6,1,1,0
Boxing,Singles,2016,960,7,1,1,0
Athletics,Singles,2024,789,12,0,0,1
Weightlifting,Butterfly,2016,774,39,0,1,0
Wrestling,Doubles,2020,555,19,0,0,0
Swimming,Freestyle,2004,975,39,0,1,1
Shooting,Final,2024,134,20,1,0,0
Rowing,Freestyle,2016,642,35,1,0,1
Athletics,Freestyle,2008,241,35,1,1,1
Tennis,Relay,2020,788,43,0,0,1
Rowing,Butterfly,2004,987,40,0,1,1
Weightlifting,Singles,2016,394,35,0,1,1
Gymnastics,400m,2012,529,37,0,1,0
Shooting,Freestyle,2024,537,1,1,0,0
Boxing,100m,2024,276,2,1,1,1
Weightlifting,Freestyle,2024,468,37,0,0,0
Gymnastics,Final,2020,181,50,1,1,1
Rowing,400m,2020,403,30,1,0,0
Boxing,Doubles,2012,191,41,0,0,1
Wrestling,Relay,2008,560,37,0,1,1
Gymnastics,Final,2004,701,44,1,0,1
Tennis,400m,2012,399,11,0,1,0
Cycling,Freestyle,2020,623,44,1,0,0
Shooting,200m,2020,728,26,1,1,0
Tennis,Singles,2012,980,25,1,0,1
Tennis,Final,2012,230,1,0,1,0
Shooting,Doubles,2004,949,8,1,1,0
Swimming,Relay,2020,854,46,1,0,1
Swimming,200m,2012,216,26,1,0,1
Rowing,All Around,2004,335,21,0,0,0
Gymnastics,Freestyle,2020,908,14,1,1,0
Cycling,Butterfly,2016,872,21,0,0,1
Gymnastics,200m,2012,974,50,0,0,1
Gymnastics,All Around,2016,631,34,0,1,0
Weightlifting,400m,2016,7,18,1,0,0
Shooting,Singles,2020,878,50,1,1,0
Gymnastics,Freestyle,2020,829,50,1,1,0
Boxing,Doubles,2020,426,49,1,1,1
Rowing,400m,2008,505,46,1,1,1
Shooting,Freestyle,2024,603,28,1,1,1
Gymnastics,Singles,2008,312,40,0,0,1
Boxing,100m,2008,955,1,0,0,0
Rowing,Freestyle,2024,236,38,0,0,0
Gymnastics,200m,2012,890,21,0,0,0
Boxing,Freestyle,2016,35,34,0,1,0
Athletics,Final,2012,292,34,1,1,1
Gymnastics,All Around,2024,960,15,1,1,1
Rowing,Butterfly,2008,765,1,0,1,0
Boxing,Final,2008,973,5,0,0,0
Gymnastics,Relay,2004,130,13,0,0,1
Weightlifting,200m,2004,387,48,0,0,0
Wrestling,Final,2016,164,14,1,1,0
Shooting,400m,2016,414,34,0,1,0
Gymnastics,Freestyle,2016,476,21,1,1,1
Tennis,400m,2016,159,37,0,1,0
Weightlifting,200m,2020,837,50,1,1,0
Athletics,Butterfly,2004,563,12,1,0,1
Gymnastics,200m,2016,704,14,0,1,0
Weightlifting,Doubles,2008,980,2,1,0,0
Gymnastics,Doubles,2020,932,40,0,1,0
Athletics,Butterfly,2012,674,38,0,1,0
Shooting,Singles,2008,243,11,1,1,0
Weightlifting,Singles,2008,328,36,1,1,1
Athletics,All Around,2024,661,30,1,0,0
Wrestling,Final,2008,965,2,1,1,1
Weightlifting,All Around,2020,733,47,0,0,1
Weightlifting,Doubles,2016,3,12,0,1,0
Gymnastics,100m,2012,253,43,1,1,0
Cycling,All Around,2024,917,21,0,0,0
Gymnastics,100m,2024,771,7,0,1,1
Swimming,Singles,2008,178,3,0,1,1
Weightlifting,All Around,2020,516,33,1,1,0
Boxing,Singles,2012,190,16,1,0,0
Cycling,100m,2012,310,16,1,0,1
Athletics,All Around,2004,356,11,0,0,0
Gymnastics,Doubles,2008,798,47,1,0,0
Rowing,Relay,2016,284,42,0,0,0
Swimming,Doubles,2016,482,6,0,1,0
Weightlifting,200m,2008,408,4,0,0,0
Cycling,400m,2004,888,44,1,1,1
Gymnastics,100m,2004,621,50,0,0,0
Wrestling,Butterfly,2004,133,12,0,0,0
Tennis,400m,2024,352,43,1,0,0
Weightlifting,Relay,2004,301,37,0,1,1
Boxing,Relay,2020,14,43,0,1,1
Shooting,200m,2008,783,19,0,0,0
Rowing,100m,2020,700,26,0,1,0
Weightlifting,Freestyle,2008,154,39,1,1,0
Swimming,Doubles,2008,718,24,1,1,0
Swimming,Relay,2024,683,37,1,0,1
Swimming,200m,2008,993,30,0,0,1
Cycling,Butterfly,2012,563,21,1,1,1
Gymnastics,Relay,2004,266,5,0,0,0
Tennis,100m,2016,127,24,0,1,0
Shooting,All Around,2012,62,11,0,1,0
Wrestling,Butterfly,2020,23,27,0,0,0
Rowing,Singles,2024,968,7,1,1,1
Gymnastics,100m,2008,719,46,1,0,0
Swimming,200m,2004,631,24,1,1,1
Boxing,Butterfly,2012,638,5,1,1,1
Boxing,Final,2016,864,12,0,1,1
Athletics,400m,2012,473,28,0,0,0
Shooting,100m,2004,817,33,0,0,0
Swimming,Butterfly,2020,236,7,1,1,1
Athletics,All Around,2008,434,34,0,0,0
Boxing,All Around,2004,152,38,0,0,1
Swimming,All Around,2004,201,33,0,1,1
Athletics,Relay,2004,474,46,0,1,0
Swimming,Final,2012,994,34,1,1,1
Cycling,Butterfly,2008,117,46,0,0,0
Weightlifting,Butterfly,2008,358,35,1,1,1
Wrestling,Doubles,2012,509,2,0,0,0
Boxing,Relay,2024,823,50,0,1,0
Tennis,Final,2016,911,26,1,0,0
Boxing,Doubles,2004,538,16,0,1,0
Swimming,100m,2012,413,27,1,0,1
Boxing,Doubles,2004,774,5,0,0,1
Weightlifting,All Around,2024,479,8,1,0,0
Rowing,Doubles,2008,557,50,0,1,0
Boxing,Relay,2024,725,5,1,0,0
Rowing,Doubles,2020,514,3,1,1,1
Weightlifting,Singles,2016,655,15,0,0,1
Weightlifting,All Around,2024,124,27,1,1,0
Wrestling,Butterfly,2004,153,14,1,1,0
Tennis,All Around,2020,273,16,0,0,1
Wrestling,400m,2008,755,45,1,0,1
Swimming,200m,2024,843,17,0,1,0
Swimming,Relay,2016,53,33,1,0,0
Athletics,Butterfly,2004,862,11,0,1,0
Shooting,200m,2008,379,44,1,0,0
Athletics,All Around,2004,749,35,1,0,0
Shooting,Butterfly,2012,312,35,0,0,0
Tennis,Freestyle,2020,526,48,0,1,1
Tennis,100m,2020,177,4,0,1,0
Wrestling,All Around,2012,485,43,0,0,0
Wrestling,Doubles,2004,307,39,1,0,0
Gymnastics,Singles,2016,691,38,1,0,1
Shooting,Singles,2008,475,47,1,1,0
Rowing,100m,2020,364,15,0,1,0
Weightlifting,Butterfly,2004,364,28,0,1,0
Gymnastics,All Around,2012,691,45,0,1,1
Boxing,200m,2016,595,43,1,0,1
Swimming,Doubles,2016,719,41,1,1,1
Shooting,Relay,2024,272,40,1,0,1
Tennis,Singles,2012,156,5,1,0,0
Shooting,Freestyle,2004,396,10,0,1,0
Wrestling,Final,2020,560,9,0,0,1
Shooting,Butterfly,2020,714,33,0,0,1
Gymnastics,Final,2016,492,10,1,0,1
Swimming,Doubles,2004,92,20,0,0,0
Weightlifting,Relay,2012,678,49,0,0,1
Athletics,Relay,2008,487,47,1,0,1
Gymnastics,Relay,2004,941,17,1,0,1
Boxing,100m,2008,369,18,1,1,0
Rowing,200m,2020,100,28,1,0,0
Rowing,Final,2004,807,37,1,1,0
Tennis,All Around,2024,67,50,0,1,0
Shooting,Singles,2024,3,26,1,0,0
Rowing,200m,2016,278,27,0,0,1
Weightlifting,400m,2016,642,25,1,1,0
Weightlifting,Butterfly,2024,634,36,1,1,1
Weightlifting,Final,2024,914,6,1,1,1
Boxing,100m,2004,128,40,0,0,0
Tennis,Freestyle,2008,714,25,0,1,0
Athletics,All Around,2004,433,44,0,0,1
Cycling,Butterfly,2012,255,27,0,0,1
Boxing,Freestyle,2020,58,25,1,0,0
Swimming,Doubles,2024,667,37,1,0,1
Shooting,Doubles,2012,184,4,1,1,1
Rowing,Singles,2020,446,28,1,1,0
Boxing,Butterfly,2012,166,1,1,1,1
Boxing,All Around,2016,349,35,0,1,1
Boxing,Relay,2008,801,33,0,1,0
Cycling,Freestyle,2012,819,26,1,0,0
Wrestling,Freestyle,2024,297,4,0,1,1
Weightlifting,Doubles,2012,235,4,0,1,0
Gymnastics,200m,2008,156,19,0,1,1
Tennis,All Around,2012,411,9,1,0,1
Swimming,200m,2004,182,18,0,0,1
Shooting,Final,2020,817,34,1,0,0
Shooting,100m,2004,486,38,1,1,1
Shooting,400m,2008,896,6,0,1,1
Swimming,Final,2016,139,46,1,1,0
Wrestling,200m,2008,748,8,0,0,0
Shooting,Final,2008,754,49,1,1,0
Wrestling,Freestyle,2024,603,47,1,0,1
Shooting,Freestyle,2024,173,24,1,0,1
Gymnastics,200m,2024,571,45,0,1,1
Boxing,Final,2004,33,44,1,1,1
Boxing,Final,2024,479,22,0,0,0
Athletics,400m,2008,158,46,1,1,1
Weightlifting,200m,2016,449,50,1,0,0
Rowing,400m,2016,174,2,0,1,0
Athletics,All Around,2012,732,1,0,0,1
Cycling,100m,2012,337,46,0,0,1
Weightlifting,Relay,2012,737,35,0,1,0
Boxing,Relay,2012,13,3,0,0,1
Tennis,All Around,2020,294,33,0,1,1
Gymnastics,Final,2012,261,43,1,1,1
Wrestling,100m,2020,216,35,1,0,1
Weightlifting,Doubles,2008,462,46,0,0,1
Cycling,Doubles,2004,151,35,1,1,1
Weightlifting,Doubles,2020,436,38,0,0,1
Boxing,All Around,2020,720,9,1,0,1
Tennis,400m,2012,386,15,0,0,1
Rowing,400m,2012,136,14,0,1,0
Shooting,Relay,2008,582,7,0,0,1
Swimming,Butterfly,2008,967,37,0,0,0
Weightlifting,Singles,2008,172,10,0,0,0
Swimming,400m,2008,180,1,0,0,1
Tennis,Butterfly,2016,118,3,0,1,1
Athletics,100m,2020,86,19,0,1,1
Athletics,Final,2004,940,47,0,1,1
Cycling,200m,2020,523,49,0,1,1
Wrestling,Singles,2024,142,13,1,1,1
Weightlifting,Freestyle,2024,810,7,0,0,0
Swimming,All Around,2016,938,12,0,1,1
Boxing,Doubles,2016,449,5,1,0,0
Wrestling,Butterfly,2024,400,28,1,0,0
Swimming,Butterfly,2012,307,6,0,0,1
Swimming,All Around,2020,332,7,1,1,1
Swimming,Singles,2020,16,24,0,1,1
Shooting,Relay,2012,568,10,1,1,0
Wrestling,Doubles,2016,804,1,0,1,0
Tennis,Singles,2024,677,42,1,0,1
Swimming,Freestyle,2020,440,12,1,1,0
Weightlifting,All Around,2016,24,45,0,0,0
Athletics,400m,2016,903,45,1,1,0
Wrestling,100m,2012,81,36,0,1,0
Athletics,All Around,2012,344,33,1,0,1
Tennis,All Around,2012,724,6,0,1,1
Wrestling,Doubles,2008,803,5,0,0,1
Athletics,Doubles,2024,607,26,0,1,1
Gymnastics,400m,2008,618,31,1,0,1
Swimming,Final,2024,749,24,1,0,0
Shooting,Freestyle,2024,301,24,1,0,1
Wrestling,Singles,2008,3,37,0,0,1
Tennis,100m,2024,589,2,0,0,1
Cycling,Freestyle,2016,282,4,1,0,0
Gymnastics,Final,2016,182,33,0,1,1
Swimming,100m,2004,498,34,0,0,1
Tennis,Relay,2004,140,27,0,1,1
Swimming,All Around,2004,61,23,0,0,0
Weightlifting,Freestyle,2004,626,12,1,0,0
Boxing,400m,2016,83,48,0,1,0
Tennis,100m,2020,140,13,0,0,1
Athletics,Butterfly,2020,322,44,0,0,1
Rowing,200m,2020,588,20,1,1,0
Gymnastics,Doubles,2020,480,27,0,1,1
Gymnastics,Doubles,2012,286,31,0,1,0
Weightlifting,Singles,2008,486,13,1,0,0
Athletics,100m,2012,341,3,0,1,1
Cycling,400m,2004,480,19,0,1,1
Rowing,Singles,2008,346,10,1,0,1
Rowing,Singles,2016,40,48,1,1,0
Weightlifting,Singles,2008,735,17,1,0,1
Gymnastics,Freestyle,2008,392,41,1,1,0
Shooting,100m,2012,343,4,1,1,1
Swimming,Butterfly,2012,460,40,1,1,0
Boxing,Butterfly,2008,211,37,0,0,0
Shooting,Freestyle,2012,110,3,1,1,0
Weightlifting,200m,2008,103,6,0,1,1
Athletics,Doubles,2024,20,10,1,1,1
Wrestling,100m,2024,720,12,0,0,1
Weightlifting,Freestyle,2008,323,18,0,0,0
Athletics,400m,2008,449,21,1,0,0
Gymnastics,Butterfly,2024,942,4,0,1,0
Boxing,Relay,2024,953,12,1,1,1
Weightlifting,Freestyle,2004,449,19,0,1,0
Tennis,Relay,2008,475,39,0,1,1
Swimming,Relay,2024,770,5,0,0,1
Rowing,Doubles,2008,994,20,0,0,0
Swimming,Final,2012,130,3,0,1,0
Shooting,Doubles,2024,996,49,1,0,0
Shooting,Final,2024,629,7,0,1,0
Shooting,Freestyle,2012,779,49,0,1,1
Gymnastics,100m,2012,398,5,0,0,1
Tennis,Doubles,2020,14,42,0,1,1
Shooting,100m,2004,560,25,1,1,1
Swimming,Relay,2016,513,18,0,0,0
Weightlifting,Final,2012,595,45,1,0,0
Swimming,Butterfly,2016,470,25,0,1,1
Swimming,Relay,2008,649,23,0,0,1
Cycling,Butterfly,2012,262,9,1,0,1
Athletics,All Around,2020,261,12,0,0,0
Cycling,Relay,2012,339,7,0,0,0
Weightlifting,100m,2024,917,27,0,1,0
Swimming,Singles,2020,936,27,1,0,0
Gymnastics,200m,2004,394,26,1,0,0
Weightlifting,100m,2012,918,44,1,1,1
Weightlifting,Singles,2020,462,21,0,0,0
Weightlifting,Doubles,2016,320,11,1,0,0
Cycling,Butterfly,2024,824,12,0,0,1
Boxing,Freestyle,2020,192,5,1,1,1
Swimming,Doubles,2008,2,29,0,0,1
Gymnastics,Relay,2024,770,36,0,0,0
Wrestling,400m,2004,663,39,0,0,1
Shooting,200m,2020,587,32,0,1,0
Wrestling,200m,2004,516,28,0,1,1
Shooting,Singles,2004,748,38,1,1,1
Gymnastics,200m,2016,570,34,0,0,1
Cycling,All Around,2020,784,45,0,0,1
Weightlifting,400m,2020,931,38,1,0,1
Boxing,Final,2004,674,7,0,0,1
Gymnastics,100m,2004,182,36,0,1,0
Cycling,400m,2024,969,10,0,1,0
Rowing,Final,2016,286,42,0,0,0
Athletics,Butterfly,2012,592,39,0,0,0
Swimming,400m,2004,650,14,0,1,0
Cycling,400m,2008,735,29,1,1,0
Athletics,Relay,2012,736,13,0,0,0
Wrestling,Freestyle,2004,417,17,1,0,0
Swimming,Freestyle,2024,813,39,0,1,1
Tennis,Freestyle,2016,925,38,0,0,0
Athletics,100m,2024,166,39,0,1,0
Tennis,Final,2016,886,39,0,0,0
Athletics,100m,2012,254,48,1,0,1
Wrestling,400m,2008,582,6,0,0,1
Tennis,100m,2020,58,24,1,1,1
Wrestling,All Around,2004,393,15,1,0,0
Weightlifting,Singles,2016,371,24,0,1,1
Rowing,Final,2024,38,29,1,1,0
Rowing,Doubles,2008,735,15,1,1,0
Rowing,Doubles,2016,172,30,0,0,0
Wrestling,400m,2016,904,8,0,1,0
Rowing,Relay,2016,682,9,1,1,1
Gymnastics,200m,2024,528,33,0,1,0
Weightlifting,Butterfly,2008,655,16,1,0,1
Rowing,Relay,2008,574,22,0,0,1
Tennis,400m,2012,683,4,1,0,0
Cycling,Final,2008,973,3,0,0,0
Boxing,Singles,2016,416,2,1,1,1
Tennis,Butterfly,2024,578,44,1,1,1
Tennis,Butterfly,2020,730,47,1,1,0
Boxing,Relay,2016,380,37,1,1,1
Wrestling,Doubles,2020,392,5,1,0,1
Gymnastics,200m,2008,352,19,1,0,0
Weightlifting,Freestyle,2020,940,20,0,1,0
Wrestling,Doubles,2008,331,24,1,1,1
Tennis,400m,2004,874,16,0,1,1
Gymnastics,Relay,2012,796,46,0,1,0
Wrestling,200m,2012,54,43,1,0,0
Gymnastics,Butterfly,2004,309,50,1,1,0
Swimming,All Around,2020,423,15,1,0,0
Swimming,100m,2020,662,44,0,1,1
Gymnastics,400m,2004,82,24,1,0,1
Boxing,400m,2008,372,43,1,0,1
Shooting,All Around,2012,274,44,1,0,0
Tennis,Relay,2024,989,11,0,1,1
Gymnastics,Relay,2016,474,29,0,1,1
Boxing,Butterfly,2008,200,30,0,0,1
Swimming,100m,2024,718,23,0,1,0
Swimming,Freestyle,2012,665,34,0,0,0
Gymnastics,All Around,2024,183,47,0,0,1
Gymnastics,Freestyle,2016,679,13,0,1,0
Weightlifting,Final,2008,991,37,0,0,1
Shooting,200m,2016,169,3,0,0,0
Wrestling,Doubles,2012,360,46,0,1,0
Swimming,Doubles,2024,191,37,1,0,1
Gymnastics,Freestyle,2020,361,43,0,0,0
Gymnastics,400m,2024,710,50,1,0,0
Shooting,Doubles,2020,179,1,1,1,1
Cycling,Freestyle,2008,133,15,1,1,0
Shooting,Freestyle,2004,481,26,0,0,1
Swimming,Singles,2008,399,39,1,0,0
Cycling,Butterfly,2004,102,1,1,0,0
Wrestling,200m,2012,661,36,0,0,0
Tennis,Butterfly,2024,781,17,1,1,1
Cycling,Freestyle,2016,772,17,0,0,0
Cycling,400m,2008,976,11,0,0,1
Rowing,400m,2012,574,43,0,0,0
Boxing,Butterfly,2004,387,12,1,0,1
Swimming,Butterfly,2008,854,41,1,0,0
Athletics,Singles,2004,279,26,1,1,0
Cycling,100m,2016,686,21,0,1,0
Shooting,Freestyle,2008,14,43,0,0,1
Gymnastics,Butterfly,2024,59,33,1,1,0
Weightlifting,All Around,2024,375,25,0,1,1
Tennis,100m,2012,327,17,0,0,0
Boxing,200m,2016,738,18,0,0,1
Boxing,Butterfly,2012,18,37,0,1,0
Weightlifting,Freestyle,2016,561,32,1,0,0
Tennis,100m,2008,19,17,0,1,0
Swimming,200m,2020,888,42,1,0,0
Athletics,400m,2012,76,13,0,1,1
Tennis,Singles,2020,663,30,1,0,1
Cycling,200m,2008,437,32,1,0,0
Weightlifting,400m,2008,449,42,1,0,1
Boxing,Doubles,2020,548,40,1,1,1
Cycling,Relay,2024,702,37,1,0,0
Weightlifting,200m,2024,789,25,1,1,0
Swimming,Singles,2024,743,38,1,0,0
Athletics,400m,2004,163,8,0,1,0
Boxing,All Around,2016,279,19,1,1,1
Swimming,100m,2004,144,27,1,1,1
Rowing,Singles,2024,781,28,1,1,1
Weightlifting,All Around,2020,461,20,0,1,0
Wrestling,Freestyle,2016,708,3,1,1,0
Swimming,Butterfly,2008,362,21,0,1,0
Swimming,Doubles,2024,396,18,1,0,1
Tennis,200m,2004,904,41,1,0,1
Cycling,Freestyle,2008,51,45,1,1,0
Gymnastics,Freestyle,2012,113,11,0,1,1
Cycling,Butterfly,2012,241,6,1,1,1
Weightlifting,Butterfly,2012,945,19,1,1,0
Rowing,Freestyle,2012,896,19,0,1,1
Athletics,Final,2020,125,26,0,0,1
Rowing,Doubles,2016,292,15,1,1,1
Swimming,Singles,2024,857,43,0,0,0
Swimming,Doubles,2012,513,27,0,1,0
Weightlifting,Singles,2024,790,34,1,0,0
Gymnastics,200m,2004,916,49,1,0,0
Gymnastics,200m,2016,780,3,1,1,1
Shooting,Freestyle,2008,294,41,1,1,1
Tennis,Doubles,2008,880,50,0,0,0
Swimming,100m,2012,285,37,1,1,1
Athletics,400m,2024,626,15,0,0,0
Boxing,200m,2008,798,8,0,1,1
Wrestling,Freestyle,2020,724,39,1,0,1
Weightlifting,Freestyle,2024,694,31,0,1,0
Weightlifting,Doubles,2008,968,5,1,1,1
Cycling,Final,2024,336,26,1,0,0
Athletics,Relay,2020,564,24,0,0,1
Gymnastics,Relay,2016,162,43,0,0,0
Cycling,Final,2016,300,12,1,1,0
Athletics,100m,2012,238,43,1,1,1
Shooting,100m,2004,566,42,1,0,1
Wrestling,Doubles,2004,157,42,0,1,1
Rowing,200m,2016,270,13,0,1,0
Boxing,100m,2008,234,35,1,0,0
Gymnastics,Singles,2020,967,18,1,1,1
Gymnastics,All Around,2012,748,49,0,0,0
Gymnastics,Singles,2008,639,15,0,0,0
Gymnastics,Freestyle,2016,588,7,0,0,0
Cycling,100m,2008,203,17,1,1,1
Athletics,200m,2024,923,28,1,1,0
Tennis,Butterfly,2008,795,31,1,1,0
Swimming,400m,2012,658,24,0,0,0
Gymnastics,Relay,2024,596,36,1,1,0
Cycling,100m,2008,278,46,0,0,0
Shooting,Final,2016,70,38,0,0,1
Gymnastics,400m,2024,817,9,1,0,1
Swimming,All Around,2024,424,17,1,0,1
Tennis,Freestyle,2012,424,7,0,1,0
Wrestling,Freestyle,2024,555,15,1,0,1
Gymnastics,Freestyle,2020,894,5,0,0,1
Weightlifting,100m,2020,801,45,1,1,1
Shooting,Final,2024,261,33,0,0,1
Cycling,Relay,2016,588,50,0,0,0
Gymnastics,200m,2004,49,8,1,0,0
Boxing,Singles,2016,827,48,0,0,1
Swimming,All Around,2012,711,3,0,0,1
Athletics,Doubles,2020,633,17,1,0,1
Athletics,All Around,2004,177,12,0,1,1
Rowing,Relay,2008,571,30,0,0,0
Boxing,Final,2008,148,8,1,0,1
Boxing,Final,2020,901,42,1,0,0
Swimming,Singles,2008,208,19,1,1,1
Swimming,Final,2020,861,34,1,1,0
Rowing,All Around,2004,824,11,0,1,1
Shooting,Freestyle,2004,627,50,1,0,1
Tennis,Final,2020,719,12,1,1,0
Gymnastics,Doubles,2024,325,27,0,1,0
Tennis,All Around,2016,327,11,0,1,0
Swimming,Butterfly,2004,908,26,1,0,0
Weightlifting,400m,2004,670,24,0,0,1
Athletics,200m,2012,947,50,1,0,0
Gymnastics,Doubles,2012,324,49,1,0,1
Cycling,All Around,2024,738,10,1,0,1
Gymnastics,100m,2016,387,5,1,1,0
Shooting,Freestyle,2004,200,14,0,0,0
Swimming,Final,2020,548,15,0,0,0
Gymnastics,400m,2004,973,12,0,1,1
Shooting,200m,2024,382,35,0,1,1
Shooting,All Around,2016,306,1,0,0,1
Rowing,Singles,2020,60,25,1,1,0
Swimming,100m,2016,182,37,1,1,1
Cycling,Freestyle,2020,336,50,1,1,1
Wrestling,Final,2024,122,39,1,0,0
Rowing,400m,2004,626,10,1,0,0
Athletics,Relay,2008,18,20,0,0,1
Gymnastics,Doubles,2012,545,14,0,1,1
Shooting,Doubles,2024,887,8,0,1,1
Gymnastics,Butterfly,2020,625,39,1,0,0
Shooting,Relay,2004,754,36,0,0,0
Wrestling,Butterfly,2016,22,48,0,0,0
Swimming,Freestyle,2008,766,11,1,0,1
Cycling,200m,2004,330,41,0,1,0
Rowing,Relay,2020,921,16,0,1,0
Wrestling,Doubles,2008,676,50,0,0,1
Wrestling,Singles,2024,443,11,1,1,0
Cycling,400m,2020,911,14,1,0,0
