sport,event,year,athlete_id,country_id,bronze,silver,gold
Bobsleigh,Event3,2014,949,4,0,0,0
Bobsleigh,Event4,2014,300,4,0,1,0
Skiing,Event2,2006,380,41,1,1,0
Snowboard,Event1,2014,97,1,1,0,1
Skiing,Event1,2014,64,2,0,0,0
Curling,Event2,2022,120,11,1,0,0
Skating,Event1,2022,37,8,0,0,1
Snowboard,Event2,2010,744,38,0,0,1
Bobsleigh,Event4,2018,531,31,0,0,0
Skating,Event3,2002,84,50,1,0,0
Snowboard,Event2,2022,156,24,0,1,1
Curling,Event3,2018,647,25,0,1,1
Curling,Event1,2002,920,32,0,0,1
Skating,Event3,2018,400,21,1,0,0
Skating,Event2,2022,86,34,0,1,1
Snowboard,Event1,2010,713,30,1,1,0
Curling,Event3,2006,992,17,0,1,0
Curling,Event3,2006,233,8,1,1,1
Snowboard,Event4,2014,966,8,0,0,0
Curling,Event1,2014,93,45,0,0,0
Curling,Event1,2018,426,29,1,1,1
Skating,Event2,2006,523,48,1,0,1
Curling,Event1,2002,944,20,1,0,0
Snowboard,Event4,2014,401,29,1,0,1
Skiing,Event2,2022,624,28,1,0,0
Skating,Event4,2002,425,20,1,1,1
Snowboard,Event3,2022,312,27,1,1,1
Skiing,Event2,2022,835,41,1,0,1
Curling,Event3,2006,477,33,0,0,1
Curling,Event2,2006,826,30,1,1,1
Skating,Event3,2006,512,20,1,1,1
Skating,Event3,2022,61,13,0,0,0
Skiing,Event3,2006,394,27,1,1,1
Curling,Event2,2006,140,16,1,1,0
Curling,Event3,2014,428,33,0,0,1
Skating,Event4,2022,378,20,0,0,0
Snowboard,Event1,2002,207,15,1,1,0
Snowboard,Event1,2010,689,30,1,0,0
Skating,Event1,2002,948,6,1,0,1
Curling,Event2,2002,363,16,1,0,0
Skiing,Event3,2018,474,47,1,1,0
Snowboard,Event1,2014,207,39,1,1,0
Skating,Event4,2022,621,49,0,0,1
Skiing,Event1,2022,962,39,0,0,0
Snowboard,Event3,2010,227,1,0,0,1
Bobsleigh,Event2,2006,769,1,1,1,1
Snowboard,Event3,2006,458,42,1,0,0
Snowboard,Event2,2014,885,13,0,1,1
Bobsleigh,Event2,2022,657,7,0,1,0
Skiing,Event1,2014,348,15,1,0,1
Skiing,Event3,2006,443,47,1,0,0
Skiing,Event4,2022,821,17,1,0,1
Curling,Event2,2022,519,48,0,1,1
Skating,Event2,2022,554,47,1,1,0
Skating,Event3,2022,486,17,0,1,1
Skating,Event2,2018,972,38,1,0,1
Skating,Event4,2018,570,38,0,0,1
Skating,Event3,2022,303,2,1,0,0
Skiing,Event1,2002,308,41,1,0,0
Bobsleigh,Event4,2018,330,18,1,0,0
Skating,Event4,2022,635,35,1,1,0
Bobsleigh,Event2,2006,243,37,1,0,0
Skiing,Event2,2022,355,48,1,0,1
Curling,Event3,2014,710,14,1,1,0
Skiing,Event2,2010,162,20,1,1,0
Skiing,Event2,2002,756,8,0,1,1
Skiing,Event4,2006,684,14,1,0,1
Curling,Event3,2018,648,12,0,1,0
Skating,Event4,2018,317,20,0,1,1
Skiing,Event4,2002,237,21,0,1,0
Skiing,Event3,2010,552,50,0,1,1
Curling,Event4,2006,626,28,1,0,0
Skiing,Event4,2002,786,10,0,0,1
Snowboard,Event4,2018,301,10,1,1,1
Skiing,Event3,2006,407,43,1,0,0
Snowboard,Event4,2022,968,23,0,1,1
Snowboard,Event1,2022,956,42,0,1,1
Snowboard,Event3,2018,882,18,1,0,1
Skating,Event2,2006,102,50,0,0,1
Bobsleigh,Event3,2010,988,2,0,1,0
Skiing,Event1,2014,734,45,0,0,1
Curling,Event2,2006,702,24,0,1,0
Curling,Event1,2014,839,23,1,0,0
Skiing,Event4,2022,832,16,1,0,1
Snowboard,Event3,2022,330,18,1,0,0
Skiing,Event4,2022,300,22,1,1,1
Skating,Event1,2022,910,19,1,1,0
Snowboard,Event2,2002,412,16,0,0,1
Curling,Event2,2022,444,13,0,1,1
Skating,Event4,2022,518,25,1,0,1
Skiing,Event2,2010,24,30,1,1,1
Skiing,Event4,2018,657,44,1,0,1
Curling,Event4,2002,972,4,1,1,1
Skating,Event2,2006,395,49,1,1,1
Skiing,Event3,2002,185,44,1,0,1
Curling,Event4,2018,291,33,0,1,1
Skiing,Event1,2002,904,5,0,0,1
Skiing,Event4,2022,222,34,0,0,0
Bobsleigh,Event1,2018,98,33,0,0,1
Snowboard,Event2,2002,424,22,0,0,0
Bobsleigh,Event3,2014,432,48,0,0,0
Snowboard,Event4,2022,451,44,1,0,0
Bobsleigh,Event2,2010,612,6,1,0,0
Curling,Event1,2014,894,28,1,0,1
Bobsleigh,Event2,2002,212,6,1,1,0
Skiing,Event2,2010,141,46,1,1,0
Skating,Event3,2018,253,32,1,1,0
Skiing,Event2,2010,448,49,1,1,0
Bobsleigh,Event2,2018,113,30,0,1,0
Skating,Event3,2018,710,13,1,0,0
Curling,Event3,2002,240,22,0,0,0
Skating,Event4,2002,731,31,1,1,1
Skating,Event4,2010,662,48,1,1,1
Skating,Event3,2018,146,8,1,0,0
Skiing,Event2,2010,928,21,1,1,1
Skiing,Event3,2002,224,50,0,1,0
Curling,Event3,2022,389,24,0,1,1
Bobsleigh,Event4,2022,763,15,1,1,1
Bobsleigh,Event4,2002,234,20,0,0,1
Curling,Event2,2010,885,6,0,1,1
Bobsleigh,Event2,2018,748,47,1,1,1
Skating,Event4,2006,973,46,0,1,1
Skiing,Event2,2018,239,14,1,1,1
Bobsleigh,Event3,2010,868,7,0,1,0
Snowboard,Event4,2002,768,50,0,0,0
Skiing,Event2,2022,940,18,0,0,1
Snowboard,Event2,2014,754,44,0,1,0
Curling,Event1,2006,82,43,0,1,1
Bobsleigh,Event3,2014,720,24,0,1,1
Snowboard,Event4,2022,928,42,1,1,1
Snowboard,Event4,2018,751,23,1,1,0
Skiing,Event3,2018,89,30,1,1,0
Snowboard,Event1,2014,604,46,0,0,1
Skiing,Event1,2018,881,42,0,0,1
Snowboard,Event4,2014,533,28,1,0,0
Skiing,Event2,2006,965,25,1,0,0
Skiing,Event3,2006,268,7,0,1,0
Skiing,Event4,2014,383,7,0,0,1
Curling,Event3,2018,383,31,1,0,0
Snowboard,Event4,2022,73,2,1,0,1
Skiing,Event3,2010,211,34,1,1,1
Skiing,Event2,2022,770,37,1,1,1
Bobsleigh,Event2,2002,973,41,0,1,1
Skating,Event4,2002,288,47,0,0,1
Curling,Event2,2022,901,20,1,0,0
Curling,Event1,2002,533,50,1,0,1
Skiing,Event1,2006,287,7,1,0,0
Bobsleigh,Event3,2006,906,16,1,0,0
Skiing,Event2,2010,837,41,0,1,0
Skating,Event4,2002,822,33,1,1,0
Skiing,Event4,2014,621,43,1,0,0
Skiing,Event1,2002,507,9,1,1,0
Skiing,Event3,2002,925,31,1,0,1
Snowboard,Event4,2006,83,15,0,1,0
Skating,Event4,2002,638,27,1,0,1
Bobsleigh,Event2,2014,95,18,1,1,0
Bobsleigh,Event3,2022,545,45,1,1,0
Curling,Event4,2018,381,45,1,1,0
Bobsleigh,Event1,2006,68,37,0,0,1
Bobsleigh,Event4,2002,682,49,1,0,0
Curling,Event2,2022,450,37,1,0,1
Skating,Event3,2006,454,33,1,0,0
Skiing,Event2,2018,559,32,0,1,1
Bobsleigh,Event3,2018,315,48,0,1,1
Snowboard,Event4,2022,279,39,0,0,0
Curling,Event2,2006,388,36,1,1,0
Curling,Event4,2010,382,48,1,1,1
Skating,Event4,2022,711,25,1,0,0
Snowboard,Event2,2010,766,27,1,0,0
Snowboard,Event1,2006,133,10,0,1,1
Skating,Event1,2010,78,9,0,1,1
Skating,Event2,2022,817,24,0,1,1
Skating,Event4,2006,101,19,0,1,1
Curling,Event2,2022,260,32,1,1,0
Curling,Event2,2022,990,33,0,1,0
Skiing,Event1,2006,262,21,1,1,0
Bobsleigh,Event2,2018,618,25,1,0,0
Snowboard,Event2,2006,518,13,0,1,1
Snowboard,Event2,2018,737,26,0,1,0
Bobsleigh,Event2,2018,892,47,1,0,1
Skating,Event2,2022,146,16,1,0,1
Snowboard,Event2,2014,557,32,0,1,0
Skiing,Event1,2014,965,34,1,1,0
Curling,Event2,2010,181,39,1,0,1
Bobsleigh,Event2,2022,158,27,1,0,0
Skiing,Event4,2014,451,30,1,1,1
Curling,Event4,2002,546,5,0,1,1
Skating,Event4,2018,973,37,0,0,0
Skating,Event2,2022,498,18,0,1,0
Skating,Event2,2014,121,4,0,0,0
Skating,Event4,2014,193,25,1,0,1
Snowboard,Event1,2018,550,27,1,0,0
Curling,Event3,2002,410,16,1,1,0
Skating,Event4,2014,869,14,1,1,0
Bobsleigh,Event3,2002,12,30,0,1,0
Snowboard,Event3,2018,794,1,0,1,1
Snowboard,Event2,2022,1000,18,1,0,1
Skiing,Event3,2018,30,20,1,0,1
Snowboard,Event4,2010,280,15,1,1,0
Bobsleigh,Event3,2018,579,26,0,0,1
Bobsleigh,Event4,2014,146,10,0,0,1
Skating,Event4,2022,692,6,1,0,0
Skiing,Event1,2006,509,1,0,1,1
Skiing,Event4,2014,825,40,1,1,0
Snowboard,Event1,2010,111,17,1,0,1
Snowboard,Event1,2002,953,28,0,0,0
Bobsleigh,Event3,2002,56,2,1,0,1
Skating,Event3,2018,225,38,0,0,1
Skating,Event3,2010,967,28,1,0,0
Curling,Event2,2002,311,48,1,1,0
Curling,Event3,2022,88,29,1,0,0
Skiing,Event2,2018,82,21,1,1,0
Bobsleigh,Event1,2010,756,43,1,1,0
Skiing,Event4,2006,422,8,0,0,1
Skating,Event1,2022,827,33,0,0,1
Curling,Event1,2022,385,37,0,0,0
Skating,Event3,2006,559,29,1,0,0
Skiing,Event2,2018,294,4,1,0,0
Snowboard,Event3,2002,329,25,0,0,0
Snowboard,Event1,2006,669,27,0,1,1
Snowboard,Event4,2010,270,40,0,1,1
Skiing,Event2,2018,967,28,1,1,1
Skiing,Event2,2014,657,4,1,1,1
Skating,Event4,2002,345,26,1,0,0
Skiing,Event1,2010,402,1,1,1,1
Skiing,Event3,2002,880,7,0,0,1
Skiing,Event4,2014,644,24,1,1,0
Skating,Event1,2010,633,2,1,1,1
Bobsleigh,Event3,2014,551,37,0,1,0
Snowboard,Event1,2018,316,32,1,0,1
Curling,Event1,2022,196,21,0,0,1
Skiing,Event1,2002,142,30,1,1,1
Skiing,Event3,2006,258,44,0,0,0
Skiing,Event1,2022,595,4,0,1,1
Curling,Event2,2014,461,13,0,0,0
Skiing,Event2,2002,270,24,0,0,1
Snowboard,Event1,2006,317,25,0,0,0
Snowboard,Event4,2010,649,10,1,1,1
Bobsleigh,Event4,2014,779,35,0,1,0
Skiing,Event1,2022,369,36,1,0,0
Skating,Event4,2010,886,4,0,1,1
Curling,Event3,2014,554,7,0,1,1
Snowboard,Event3,2018,949,47,0,1,0
Skating,Event1,2010,278,28,1,0,1
Skating,Event1,2014,96,3,0,1,1
Bobsleigh,Event2,2014,401,28,1,1,1
Skating,Event2,2022,702,26,0,1,1
Bobsleigh,Event4,2010,619,40,1,0,0
Curling,Event3,2010,945,50,0,0,0
Bobsleigh,Event2,2006,391,28,1,1,0
Snowboard,Event4,2002,320,25,0,0,1
Curling,Event3,2018,964,4,1,0,0
Skiing,Event3,2002,646,13,0,0,1
Bobsleigh,Event1,2002,969,29,0,0,1
Snowboard,Event3,2014,193,20,1,1,0
Bobsleigh,Event2,2022,180,15,0,1,1
Skiing,Event4,2018,165,11,1,1,1
Curling,Event1,2006,650,46,1,1,1
Skiing,Event4,2010,458,18,0,1,0
Snowboard,Event4,2006,589,41,1,0,1
Skating,Event4,2010,450,32,0,1,0
Snowboard,Event2,2022,297,17,0,1,0
Skiing,Event1,2018,324,17,1,1,0
Snowboard,Event2,2010,107,24,0,1,0
Skating,Event3,2002,69,28,0,1,0
Bobsleigh,Event3,2018,932,8,1,1,1
Curling,Event2,2014,706,23,0,0,0
Skating,Event4,2018,98,18,1,0,1
Skating,Event1,2010,903,31,0,0,1
Bobsleigh,Event3,2002,742,40,0,0,1
Skiing,Event4,2018,71,1,0,1,0
Snowboard,Event3,2014,658,7,1,1,0
Skating,Event3,2002,287,38,1,1,0
Snowboard,Event4,2006,393,36,0,1,0
Snowboard,Event4,2014,744,5,0,1,0
Snowboard,Event1,2014,848,35,1,0,1
Curling,Event2,2022,907,2,0,1,0
Skating,Event4,2010,257,22,0,0,0
Skiing,Event4,2022,3,17,1,0,0
Snowboard,Event1,2018,491,15,0,0,0
Curling,Event4,2022,844,25,0,0,1
Curling,Event2,2006,801,32,0,1,1
Skiing,Event3,2006,150,42,1,0,1
Snowboard,Event1,2010,476,15,1,0,1
Curling,Event2,2014,776,43,1,1,0
Skiing,Event3,2006,985,37,1,0,1
Skating,Event1,2006,694,43,1,1,1
Curling,Event4,2002,649,25,0,0,1
Curling,Event4,2010,904,1,1,0,1
Curling,Event1,2014,298,6,0,0,0
Bobsleigh,Event3,2014,318,46,0,0,1
Skating,Event2,2014,42,3,1,0,0
Curling,Event2,2018,266,14,1,1,0
Snowboard,Event3,2018,308,24,0,0,1
Skiing,Event4,2010,889,32,1,0,1
Snowboard,Event4,2014,364,26,1,1,0
Curling,Event3,2014,207,35,0,1,1
Bobsleigh,Event4,2010,792,30,0,0,0
Skiing,Event1,2006,131,41,0,0,0
Snowboard,Event4,2010,805,14,1,0,0
Skating,Event3,2022,524,14,1,1,1
Bobsleigh,Event3,2018,519,34,0,1,0
Snowboard,Event2,2010,155,24,1,0,0
Snowboard,Event2,2010,706,16,1,0,0
Skating,Event1,2014,201,44,1,1,1
Skiing,Event4,2018,742,37,0,1,1
Skiing,Event3,2014,799,21,1,0,0
Snowboard,Event1,2022,932,5,0,0,0
Curling,Event2,2002,733,9,0,1,1
Skiing,Event2,2002,881,27,0,0,0
Curling,Event3,2010,102,17,0,0,1
Curling,Event2,2014,762,48,0,0,1
Skating,Event3,2006,931,31,0,1,0
Skating,Event3,2002,855,40,1,1,1
Bobsleigh,Event1,2002,696,8,1,0,0
Curling,Event4,2018,306,12,0,0,1
Curling,Event3,2010,813,18,1,0,0
Curling,Event4,2022,577,46,0,0,0
Skating,Event4,2002,582,30,0,0,0
Snowboard,Event1,2010,301,22,1,0,1
Snowboard,Event4,2014,655,50,0,1,0
Curling,Event2,2010,440,19,0,0,0
Snowboard,Event4,2018,622,6,1,0,1
Snowboard,Event4,2014,961,37,1,0,0
Snowboard,Event1,2022,582,19,1,1,1
Skiing,Event2,2006,987,43,0,0,0
Curling,Event3,2002,371,22,0,1,1
Snowboard,Event4,2006,921,29,0,1,0
Curling,Event2,2014,36,9,1,1,1
Snowboard,Event4,2018,378,35,1,0,0
Skiing,Event4,2006,936,5,0,1,1
Skiing,Event3,2022,631,17,1,0,1
Skating,Event3,2022,206,6,0,1,1
Bobsleigh,Event4,2002,679,3,0,0,0
Bobsleigh,Event3,2018,425,3,1,1,1
Snowboard,Event2,2010,889,34,1,0,1
Curling,Event2,2002,269,37,1,1,0
Skiing,Event2,2010,725,36,1,0,1
Curling,Event1,2018,917,33,0,0,1
Skiing,Event1,2010,128,20,0,1,0
Skating,Event1,2018,358,1,0,0,1
Bobsleigh,Event3,2022,166,39,1,0,1
Skating,Event1,2006,176,27,1,1,0
Skating,Event3,2022,225,45,0,1,1
Curling,Event4,2002,868,19,0,1,0
Snowboard,Event1,2014,290,46,1,0,1
Curling,Event4,2018,667,22,0,1,1
Snowboard,Event2,2002,583,7,0,0,0
Skating,Event4,2014,126,17,0,0,1
Skiing,Event2,2002,623,49,1,0,1
Curling,Event3,2002,851,44,1,0,0
Bobsleigh,Event3,2022,219,16,0,1,0
Curling,Event3,2006,245,32,1,0,1
Skiing,Event3,2022,242,30,1,1,1
Curling,Event3,2006,479,6,1,0,0
Skiing,Event3,2006,246,15,0,0,0
Curling,Event3,2014,590,27,1,1,1
Skiing,Event2,2006,72,7,1,0,1
Snowboard,Event2,2018,298,35,1,0,0
Bobsleigh,Event4,2006,89,24,1,0,0
Snowboard,Event1,2006,658,42,1,0,0
Skiing,Event3,2014,656,22,0,1,1
Bobsleigh,Event1,2006,411,20,1,0,1
Skiing,Event3,2010,173,12,0,0,0
Skating,Event2,2010,524,43,1,0,1
Snowboard,Event2,2022,262,39,1,1,1
Bobsleigh,Event3,2018,246,42,0,1,0
Skiing,Event4,2002,700,25,1,0,1
Skating,Event1,2006,201,45,0,1,1
Skiing,Event2,2010,268,30,0,0,1
Skating,Event1,2002,410,13,0,1,0
Curling,Event3,2018,118,17,0,0,1
Curling,Event4,2018,644,26,0,1,1
Curling,Event4,2006,748,5,0,1,1
Skating,Event3,2006,397,32,1,1,1
Bobsleigh,Event3,2014,491,41,0,1,1
Curling,Event1,2002,708,15,0,0,0
Bobsleigh,Event2,2002,850,29,0,0,1
Bobsleigh,Event1,2018,581,25,0,1,1
Snowboard,Event1,2018,361,8,1,1,1
Bobsleigh,Event1,2014,757,3,0,1,1
Curling,Event4,2002,839,27,0,0,1
Snowboard,Event3,2022,414,5,1,0,0
Snowboard,Event4,2014,72,44,1,0,0
Curling,Event3,2014,541,39,0,1,0
Bobsleigh,Event1,2006,57,46,0,1,1
Skiing,Event1,2006,51,9,1,0,0
Curling,Event2,2018,641,24,1,0,0
Snowboard,Event2,2002,476,10,0,0,0
Curling,Event2,2010,754,36,0,0,0
Snowboard,Event3,2002,109,45,0,0,1
Bobsleigh,Event2,2018,844,43,1,0,1
Snowboard,Event4,2014,449,35,0,0,1
Skiing,Event3,2006,134,38,1,1,1
Skiing,Event3,2010,703,17,1,1,1
Skating,Event2,2002,920,26,0,0,1
Snowboard,Event1,2010,693,44,1,0,1
Curling,Event1,2006,864,38,0,0,0
Skiing,Event1,2018,279,16,0,0,1
Skiing,Event1,2002,718,41,1,1,0
Curling,Event1,2022,346,1,1,1,1
Skiing,Event3,2010,245,11,1,0,0
Snowboard,Event1,2006,724,34,1,1,0
Bobsleigh,Event1,2022,387,38,0,1,0
Skating,Event1,2018,759,34,1,0,1
Curling,Event2,2006,519,7,0,1,0
Skating,Event4,2022,681,19,0,0,0
Bobsleigh,Event4,2006,180,27,1,1,0
Skating,Event2,2010,954,35,0,1,0
Bobsleigh,Event2,2010,505,34,0,0,1
Skating,Event3,2022,445,27,1,1,0
Curling,Event2,2022,933,40,0,0,0
Curling,Event1,2010,534,50,1,0,0
Snowboard,Event3,2018,84,8,0,0,1
Bobsleigh,Event1,2006,196,50,1,0,1
Snowboard,Event4,2018,167,33,0,0,1
Skiing,Event1,2006,710,16,1,1,0
Skiing,Event4,2014,837,25,1,0,0
Bobsleigh,Event1,2014,575,38,0,1,1
Bobsleigh,Event4,2002,559,5,0,0,1
Bobsleigh,Event4,2022,47,23,0,0,1
Bobsleigh,Event2,2002,643,36,0,0,0
Skiing,Event2,2002,722,6,1,0,1
Skiing,Event3,2022,240,2,1,1,1
Bobsleigh,Event4,2018,642,38,1,0,1
Snowboard,Event4,2006,308,38,0,0,0
Snowboard,Event4,2014,539,47,0,0,1
Skating,Event1,2002,265,7,1,0,0
Curling,Event1,2006,27,29,1,1,0
Bobsleigh,Event1,2014,720,7,1,1,1
Bobsleigh,Event3,2022,552,44,0,0,1
Curling,Event3,2018,941,5,0,1,1
Snowboard,Event2,2006,800,18,1,1,0
Skating,Event3,2014,146,20,1,1,0
Skiing,Event2,2018,420,13,1,0,0
Snowboard,Event1,2014,8,43,1,1,0
Bobsleigh,Event2,2006,70,40,0,0,1
Skiing,Event4,2014,844,34,1,0,1
Curling,Event1,2022,559,24,0,1,1
Skiing,Event3,2014,41,50,1,1,0
Curling,Event4,2010,398,23,1,1,0
Bobsleigh,Event3,2014,400,27,1,0,1
Bobsleigh,Event1,2002,842,8,0,0,1
Skiing,Event1,2018,706,43,0,1,0
Skating,Event4,2014,647,38,0,1,0
Skating,Event3,2006,354,30,1,0,1
Skiing,Event2,2006,356,39,1,0,1
Skiing,Event4,2022,779,43,0,0,1
Curling,Event3,2006,165,38,1,1,0
Curling,Event1,2022,707,1,0,0,0
Snowboard,Event2,2002,579,1,1,0,0
Curling,Event4,2014,353,36,1,0,0
Skating,Event1,2010,444,22,0,0,1
Bobsleigh,Event4,2002,689,48,0,1,0
Curling,Event4,2022,617,37,0,1,1
Curling,Event4,2018,880,5,0,0,1
Skating,Event2,2014,137,27,1,0,1
Curling,Event4,2014,688,31,0,1,1
Skating,Event2,2018,421,46,1,0,1
Snowboard,Event1,2010,876,18,1,0,1
Skiing,Event2,2010,336,11,1,1,0
Skating,Event1,2018,824,31,1,1,0
Skating,Event4,2006,272,19,0,1,1
Snowboard,Event3,2002,104,15,0,0,1
Skiing,Event4,2010,859,46,0,1,0
Skiing,Event1,2006,284,40,1,0,0
Snowboard,Event1,2010,18,19,1,0,1
Bobsleigh,Event4,2022,746,13,1,1,0
Curling,Event4,2022,167,31,0,0,0
Snowboard,Event1,2006,314,21,1,1,1
Snowboard,Event3,2006,988,49,0,0,0
Snowboard,Event3,2010,982,39,1,1,0
Bobsleigh,Event4,2022,682,13,0,1,0
Snowboard,Event1,2022,892,47,1,1,1
Bobsleigh,Event1,2014,20,39,1,0,0
Skiing,Event2,2022,861,23,1,0,1
Bobsleigh,Event4,2006,71,4,0,0,0
Skating,Event4,2018,998,45,1,1,0
Skiing,Event1,2010,305,18,0,1,1
Bobsleigh,Event2,2002,968,24,1,0,1
Skating,Event4,2006,822,12,0,0,0
Bobsleigh,Event3,2018,582,12,0,0,1
Curling,Event4,2002,121,48,0,1,1
Skiing,Event4,2006,5,43,0,0,1
Snowboard,Event2,2006,233,42,1,1,1
Bobsleigh,Event4,2014,627,18,1,1,1
Curling,Event2,2010,120,49,1,1,0
Bobsleigh,Event1,2014,452,23,1,1,1
Skating,Event3,2022,768,29,1,1,1
Skating,Event1,2022,596,12,1,0,1
Snowboard,Event2,2010,396,35,0,1,0
Bobsleigh,Event3,2006,188,43,1,0,1
Skiing,Event1,2018,479,31,1,0,1
Skiing,Event3,2010,574,31,1,1,1
Bobsleigh,Event4,2006,599,29,0,0,0
Skiing,Event4,2006,510,32,1,0,1
Snowboard,Event4,2014,684,46,1,0,0
Skating,Event1,2022,841,21,1,1,1
Curling,Event2,2002,415,14,1,1,1
Skiing,Event4,2010,791,8,1,0,0
Curling,Event1,2010,914,5,0,0,1
Snowboard,Event1,2018,767,47,1,1,1
Skiing,Event3,2014,859,27,0,0,1
Skiing,Event3,2018,243,40,1,1,0
Skiing,Event3,2010,709,11,0,1,1
Skiing,Event2,2010,396,24,1,0,1
Bobsleigh,Event4,2006,942,21,0,1,0
Curling,Event1,2006,163,30,0,0,0
Skiing,Event1,2002,147,6,1,0,0
Snowboard,Event3,2014,998,44,1,1,1
Bobsleigh,Event4,2006,298,44,0,0,0
Curling,Event1,2006,131,43,0,0,1
Bobsleigh,Event3,2018,530,16,1,0,1
Bobsleigh,Event4,2006,142,37,1,1,1
Skating,Event4,2006,486,7,0,1,0
Curling,Event3,2010,402,40,1,1,0
Snowboard,Event1,2014,409,2,1,1,0
Skiing,Event4,2006,945,28,1,1,1
Snowboard,Event4,2006,275,18,1,1,0
Skiing,Event2,2022,543,44,1,0,0
Snowboard,Event2,2014,314,38,0,0,0
Skiing,Event2,2006,39,12,0,1,0
Curling,Event3,2002,216,25,1,0,1
Skating,Event1,2022,398,43,1,0,0
Bobsleigh,Event1,2002,785,35,1,1,1
Skating,Event1,2018,56,49,0,0,0
Curling,Event4,2002,488,16,1,1,1
Curling,Event2,2014,479,17,1,1,1
Curling,Event1,2002,837,14,0,0,0
Snowboard,Event3,2010,249,29,1,1,0
Skiing,Event3,2018,352,35,0,0,1
Skating,Event3,2018,983,40,1,0,0
Skating,Event2,2002,934,9,0,0,1
Skating,Event2,2022,632,11,0,0,1
Snowboard,Event1,2010,114,9,1,1,0
Bobsleigh,Event4,2002,469,32,0,1,1
Skating,Event3,2022,846,31,1,1,0
Skiing,Event2,2002,383,49,1,1,0
Skiing,Event1,2006,306,11,1,1,1
Snowboard,Event4,2006,586,18,1,1,1
Snowboard,Event2,2022,102,1,0,0,1
Snowboard,Event3,2018,730,31,0,1,0
Curling,Event4,2010,36,12,1,0,0
Bobsleigh,Event3,2006,114,48,0,0,0
Snowboard,Event4,2006,952,34,0,1,0
Bobsleigh,Event4,2022,913,50,1,1,0
Bobsleigh,Event3,2018,728,40,0,0,1
Skating,Event2,2022,678,46,0,1,1
Curling,Event2,2018,342,2,0,0,0
Skiing,Event4,2002,703,3,0,0,0
Curling,Event2,2002,368,16,0,0,0
Snowboard,Event2,2018,736,23,1,0,0
Skating,Event4,2014,73,29,0,0,0
Skating,Event4,2018,186,17,1,1,0
Skiing,Event4,2006,582,3,1,1,1
Skiing,Event4,2018,544,41,1,1,1
Skiing,Event2,2014,971,13,0,1,0
Curling,Event3,2002,158,45,1,1,0
Bobsleigh,Event2,2006,760,30,0,1,0
Skating,Event1,2022,994,28,1,1,1
Skating,Event4,2018,426,25,1,1,1
Bobsleigh,Event1,2010,170,46,1,0,0
Skiing,Event1,2022,113,14,1,1,0
Bobsleigh,Event3,2014,750,7,0,1,0
Snowboard,Event2,2006,982,12,0,1,0
Curling,Event4,2014,800,50,0,0,0
Curling,Event3,2010,46,8,1,1,0
Bobsleigh,Event4,2014,378,30,1,1,0
Skiing,Event1,2002,20,23,0,0,1
Curling,Event3,2014,623,49,0,0,0
Skating,Event1,2010,58,9,1,1,0
Skiing,Event3,2022,356,41,1,0,0
Snowboard,Event4,2010,511,50,1,1,1
Skiing,Event2,2002,522,49,0,0,0
Bobsleigh,Event1,2022,760,35,1,1,1
Bobsleigh,Event3,2002,108,43,0,0,0
Snowboard,Event3,2022,928,44,1,0,1
Curling,Event2,2006,974,26,1,1,1
Skiing,Event1,2014,883,29,0,0,1
Skiing,Event1,2002,433,24,0,1,0
Skating,Event3,2022,847,37,1,0,0
Bobsleigh,Event2,2002,643,3,0,1,0
Bobsleigh,Event4,2010,429,50,0,1,0
Skating,Event1,2018,445,40,1,0,1
Bobsleigh,Event4,2002,87,48,0,0,0
Skiing,Event4,2010,515,28,1,0,1
Snowboard,Event2,2002,600,32,1,0,0
Bobsleigh,Event2,2002,981,17,0,1,0
Snowboard,Event4,2002,676,31,1,1,1
Curling,Event3,2010,676,18,1,1,0
Curling,Event1,2014,829,50,0,1,1
Snowboard,Event2,2002,12,13,1,0,1
Skating,Event4,2022,977,16,1,1,0
Skiing,Event3,2006,298,36,0,0,0
Bobsleigh,Event2,2014,866,29,0,1,0
Bobsleigh,Event2,2006,963,33,0,0,1
Bobsleigh,Event1,2014,463,43,0,0,0
Curling,Event3,2002,179,4,1,0,1
Skiing,Event4,2010,328,30,1,0,1
Snowboard,Event1,2018,279,41,0,0,0
Skiing,Event1,2002,234,16,0,0,0
Skating,Event1,2010,938,1,0,0,0
Snowboard,Event2,2002,364,43,0,0,1
Bobsleigh,Event2,2010,296,16,1,1,1
Skating,Event4,2002,531,47,1,1,0
Skating,Event2,2006,934,26,1,1,1
Bobsleigh,Event1,2022,986,38,0,1,1
Skiing,Event2,2022,690,39,0,0,0
Snowboard,Event2,2022,385,23,1,0,1
Snowboard,Event4,2018,909,5,0,1,1
Bobsleigh,Event1,2014,748,37,0,1,1
Skiing,Event4,2022,804,25,1,1,1
Snowboard,Event4,2010,861,39,1,1,1
Snowboard,Event4,2014,445,31,0,0,0
Bobsleigh,Event3,2002,750,27,0,0,0
Bobsleigh,Event2,2006,580,16,1,1,1
Skiing,Event2,2014,511,36,1,1,1
Skiing,Event4,2006,661,35,1,1,1
Skiing,Event3,2006,84,30,0,0,0
Curling,Event2,2002,654,22,1,0,0
Curling,Event2,2018,673,23,1,1,1
Snowboard,Event2,2002,525,34,0,1,0
Bobsleigh,Event1,2022,689,39,0,1,0
Curling,Event1,2010,759,19,0,1,1
